id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX01680,2026-04-04,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,5926000,4,23704000,E-Wallet,L,48.0,3.0,Reguler,566000
TRX01583,2026-04-04,Malang,Aksesoris,Casing HP,344000,5,1720000,E-Wallet,L,51.0,2.0,Reguler,1306000
TRX01720,2026-04-04,Bandung,Smartphone,Smartphone Z5,3577000,3,10731000,E-Wallet,P,28.0,,Reguler,556000
TRX00803,2026-04-04,Jakarta,Smartphone,Smartphone Z5,5926000,3,17778000,Kredit,P,35.0,4.0,Reguler,2551000
TRX00608,2026-04-04,Surabaya,Elektronik Rumah Tangga,Kipas Angin,1228000,1,1228000,Debit,L,27.0,4.0,Reguler,2313000
TRX00712,2026-04-05,Surabaya,Laptop,Laptop X1,8401000,2,16802000,Tunai,L,,4.0,Reguler,2285000
TRX01859,2026-04-05,Malang,Smartphone,Smartphone MaxEdge,6114000,2,12228000,Kredit,L,38.0,4.0,Reguler,1975000
TRX01311,2026-04-05,Jakarta,Elektronik Rumah Tangga,TV LED 32in,2531000,4,10124000,Kredit,L,46.0,4.0,Reguler,728000
TRX01849,2026-04-05,Bandung,Elektronik Rumah Tangga,Kulkas 2 Pintu,4443000,4,17772000,Kredit,L,31.0,4.0,Reguler,906000
TRX00701,2026-04-05,Jakarta,Aksesoris,Casing HP,480000,1,480000,Debit,P,28.0,,Reguler,2523000
TRX01686,2026-04-05,Jakarta,Smartphone,Smartphone NovaLite,7230000,4,28920000,Debit,L,51.0,,Reguler,1599000
TRX01800,2026-04-05,Surabaya,Elektronik Rumah Tangga,TV LED 32in,2667000,4,10668000,Debit,P,34.0,3.0,Reguler,2984000
TRX00449,2026-04-05,Surabaya,Smartphone,Smartphone Air,5694000,5,28470000,E-Wallet,P,32.0,4.0,Reguler,2436000
TRX01010,2026-04-05,Malang,Aksesoris,Earphone Bluetooth,320000,1,320000,Debit,L,31.0,5.0,Reguler,489000
TRX02133,2026-04-05,Surabaya,Aksesoris,Powerbank 10000mAh,185000,3,555000,Debit,L,36.0,4.0,Reguler,409000
TRX00893,2026-04-05,Surabaya,Smartphone,Smartphone NovaLite,2914000,3,8742000,E-Wallet,P,38.0,4.0,Reguler,748000
TRX00296,2026-04-05,Malang,Elektronik Rumah Tangga,Rice Cooker,5129000,5,25645000,Debit,P,25.0,3.0,Reguler,227000
TRX00679,2026-04-05,Surabaya,Smartphone,Smartphone Air,7370000,4,29480000,Tunai,L,41.0,4.0,Reguler,1064000
TRX00578,2026-04-05,Surabaya,Elektronik Rumah Tangga,Kipas Angin,2430000,1,2430000,Debit,P,47.0,5.0,Reguler,1534000
TRX01392,2026-04-06,Surabaya,Laptop,Laptop ProBook,12116000,2,24232000,E-Wallet,L,37.0,4.0,Reguler,1663000
TRX00995,2026-04-06,Bandung,Aksesoris,Casing HP,164000,3,492000,E-Wallet,L,31.0,5.0,Reguler,1481000
TRX01195,2026-04-06,Malang,Smartphone,Smartphone MaxEdge,5787000,1,5787000,Kredit,P,,4.0,Reguler,386000
TRX01957,2026-04-06,Jakarta,Aksesoris,Mouse Wireless,59000,1,59000,Kredit,L,24.0,1.0,Reguler,2677000
TRX00997,2026-04-06,Malang,Smartphone,Smartphone Z5,5301000,5,26505000,Tunai,P,36.0,4.0,Reguler,1104000
TRX01920,2026-04-06,Malang,Laptop,Laptop X1,8876000,2,17752000,Debit,L,41.0,4.0,Reguler,1561000
TRX01665,2026-04-06,Malang,Laptop,Laptop UltraSlim,13962000,3,41886000,Debit,L,36.0,4.0,Reguler,1573000
TRX02029,2026-04-06,Jakarta,Smartphone,Smartphone Z5,1537000,4,6148000,Kredit,P,41.0,4.0,Reguler,2779000
TRX01074,2026-04-06,Malang,Laptop,Laptop ProBook,7397000,2,14794000,E-Wallet,P,29.0,5.0,Reguler,232000
TRX01501,2026-04-06,Surabaya,Smartphone,Smartphone NovaLite,5252000,5,26260000,Kredit,L,43.0,5.0,Reguler,211000
TRX00011,2026-04-06,Malang,Elektronik Rumah Tangga,Rice Cooker,2085000,4,8340000,Tunai,P,27.0,3.0,Reguler,2662000
TRX01901,2026-04-07,Jakarta,Smartphone,Smartphone Air,3060000,4,12240000,Debit,P,29.0,5.0,Reguler,449000
TRX01669,2026-04-07,Jakarta,Laptop,Laptop A14,8261000,2,16522000,Debit,L,33.0,1.0,Reguler,2317000
TRX00488,2026-04-07,Surabaya,Laptop,Laptop A14,8266000,3,24798000,Tunai,L,30.0,5.0,Reguler,1571000
TRX00648,2026-04-07,Surabaya,Laptop,Laptop ProBook,11222000,2,22444000,Kredit,P,34.0,4.0,Reguler,1813000
TRX00656,2026-04-07,Surabaya,Smartphone,Smartphone Z5,3039000,5,15195000,Kredit,P,39.0,2.0,Reguler,736000
TRX00747,2026-04-07,Surabaya,Laptop,Laptop ProBook,11014000,4,44056000,Kredit,L,38.0,5.0,Reguler,2814000
TRX01725,2026-04-07,Bandung,Aksesoris,Earphone Bluetooth,307000,4,1228000,Kredit,P,43.0,4.0,Reguler,1575000
TRX01553,2026-04-07,Jakarta,Aksesoris,Powerbank 10000mAh,159000,5,795000,Kredit,L,32.0,2.0,Reguler,1973000
TRX00351,2026-04-07,Jakarta,Smartphone,Smartphone MaxEdge,6133000,1,6133000,E-Wallet,L,29.0,4.0,Reguler,1978000
TRX01991,2026-04-07,Bandung,Smartphone,Smartphone Air,3050000,4,12200000,E-Wallet,P,47.0,5.0,Reguler,1714000
TRX01164,2026-04-07,Malang,Elektronik Rumah Tangga,TV LED 32in,4069000,4,16276000,E-Wallet,P,37.0,4.0,Reguler,2808000
TRX02048,2026-04-07,Jakarta,Aksesoris,Earphone Bluetooth,204000,1,204000,Debit,P,26.0,5.0,Reguler,578000
TRX01299,2026-04-07,Malang,Smartphone,Smartphone Air,7862000,5,39310000,E-Wallet,P,34.0,5.0,Reguler,1454000
TRX01341,2026-04-07,Bandung,Laptop,Laptop A14,12447000,1,12447000,Tunai,P,37.0,3.0,Reguler,1759000
TRX00507,2026-04-07,Bandung,Aksesoris,Earphone Bluetooth,190000,5,950000,Debit,P,29.0,5.0,Reguler,2710000
TRX01147,2026-04-07,Malang,Smartphone,Smartphone Air,4265000,2,8530000,E-Wallet,L,36.0,4.0,Reguler,1895000
TRX01335,2026-04-07,Jakarta,Aksesoris,Earphone Bluetooth,156000,5,780000,Tunai,L,18.0,4.0,Reguler,1349000
TRX01902,2026-04-07,Surabaya,Laptop,Laptop X1,7293000,5,36465000,Kredit,P,24.0,5.0,Reguler,1905000
TRX01958,2026-04-07,Malang,Smartphone,Smartphone NovaLite,4327000,5,21635000,Debit,L,31.0,4.0,Reguler,1757000
TRX02139,2026-04-08,Surabaya,Elektronik Rumah Tangga,TV LED 32in,4195000,2,8390000,Debit,L,25.0,4.0,Reguler,2586000
TRX01259,2026-04-08,Bandung,Laptop,Laptop UltraSlim,12130000,4,48520000,Debit,P,33.0,5.0,Reguler,1438000
TRX00927,2026-04-08,Jakarta,Aksesoris,Powerbank 10000mAh,248000,3,744000,E-Wallet,L,31.0,4.0,Reguler,1477000
TRX01922,2026-04-08,Jakarta,Smartphone,Smartphone Air,2965000,2,5930000,Kredit,L,37.0,4.0,Reguler,2312000
TRX00931,2026-04-08,Malang,Elektronik Rumah Tangga,Kipas Angin,1385000,2,2770000,E-Wallet,L,35.0,3.0,Reguler,2723000
TRX00561,2026-04-08,Malang,Smartphone,Smartphone Air,2309000,4,9236000,Tunai,L,43.0,3.0,Reguler,2096000
TRX00877,2026-04-08,Surabaya,Aksesoris,Mouse Wireless,316000,4,1264000,E-Wallet,L,34.0,5.0,Reguler,584000
TRX01140,2026-04-08,Surabaya,Smartphone,Smartphone Air,2472000,5,12360000,E-Wallet,P,35.0,5.0,Reguler,1569000
TRX00606,2026-04-08,Bandung,Aksesoris,Powerbank 10000mAh,444000,5,2220000,Debit,L,31.0,3.0,Reguler,2932000
TRX00539,2026-04-08,Malang,Aksesoris,Earphone Bluetooth,268000,5,1340000,Tunai,P,29.0,,Reguler,2516000
TRX01636,2026-04-08,Surabaya,Laptop,Laptop ProBook,10025000,4,40100000,E-Wallet,L,34.0,5.0,Reguler,2056000
TRX01380,2026-04-08,Bandung,Elektronik Rumah Tangga,Kipas Angin,5756000,5,28780000,E-Wallet,P,31.0,5.0,Reguler,1881000
TRX02119,2026-04-09,Malang,Laptop,Laptop UltraSlim,11381000,2,22762000,E-Wallet,L,29.0,,Reguler,1369000
TRX01848,2026-04-09,Jakarta,Smartphone,Smartphone Z5,2653000,2,5306000,Tunai,L,21.0,4.0,Reguler,2558000
TRX00789,2026-04-09,Bandung,Laptop,Laptop UltraSlim,12018000,3,36054000,Debit,P,31.0,3.0,Reguler,1945000
TRX00807,2026-04-09,Surabaya,Aksesoris,Powerbank 10000mAh,384000,2,768000,Debit,P,49.0,4.0,Reguler,926000
TRX02137,2026-04-09,Bandung,Aksesoris,Casing HP,76000,3,228000,Tunai,P,41.0,5.0,Reguler,2766000
TRX02118,2026-04-09,Malang,Elektronik Rumah Tangga,TV LED 32in,4731000,5,23655000,E-Wallet,P,28.0,4.0,Reguler,1289000
TRX00057,2026-04-09,Malang,Smartphone,Smartphone MaxEdge,6870000,3,20610000,Debit,P,34.0,,Reguler,1984000
TRX00289,2026-04-09,Bandung,Aksesoris,Casing HP,103000,1,103000,Debit,P,27.0,3.0,Reguler,296000
TRX02154,2026-04-09,Surabaya,Laptop,Laptop ProBook,7155000,5,35775000,Debit,L,,5.0,Reguler,1572000
TRX00917,2026-04-09,Malang,Aksesoris,Powerbank 10000mAh,57000,2,114000,Kredit,P,31.0,4.0,Reguler,1653000
TRX00295,2026-04-09,Jakarta,Laptop,Laptop ProBook,9964000,1,9964000,Kredit,P,38.0,5.0,Reguler,652000
TRX00305,2026-04-09,Malang,Elektronik Rumah Tangga,TV LED 32in,912000,1,912000,Debit,P,27.0,5.0,Reguler,2283000
TRX00331,2026-04-09,Bandung,Laptop,Laptop A14,9227000,3,27681000,Kredit,P,39.0,5.0,Reguler,607000
TRX00229,2026-04-09,Malang,Aksesoris,Powerbank 10000mAh,458000,2,916000,Debit,P,24.0,5.0,Reguler,2258000
TRX00029,2026-04-09,Jakarta,Smartphone,Smartphone NovaLite,5296000,5,26480000,E-Wallet,L,32.0,2.0,Reguler,747000
TRX01497,2026-04-10,Malang,Laptop,Laptop UltraSlim,7008000,3,21024000,Debit,L,50.0,3.0,Reguler,2082000
TRX00879,2026-04-10,Jakarta,Aksesoris,Mouse Wireless,162000,3,486000,Debit,P,25.0,5.0,Reguler,872000
TRX00992,2026-04-10,Bandung,Laptop,Laptop ProBook,6083000,2,12166000,Debit,L,28.0,,Reguler,2779000
TRX01323,2026-04-10,Jakarta,Aksesoris,Powerbank 10000mAh,95000,4,380000,E-Wallet,L,25.0,5.0,Reguler,1722000
TRX00983,2026-04-10,Jakarta,Aksesoris,Earphone Bluetooth,386000,2,772000,Tunai,P,30.0,5.0,Reguler,1869000
TRX01577,2026-04-10,Surabaya,Laptop,Laptop ProBook,11155000,2,22310000,E-Wallet,L,33.0,5.0,Reguler,509000
TRX01625,2026-04-11,Malang,Smartphone,Smartphone Air,7634000,1,7634000,E-Wallet,P,41.0,,Reguler,2987000
TRX00113,2026-04-11,Surabaya,Smartphone,Smartphone NovaLite,2966000,3,8898000,E-Wallet,L,21.0,4.0,Reguler,2072000
TRX00330,2026-04-11,Surabaya,Laptop,Laptop A14,5406000,3,16218000,Tunai,L,35.0,5.0,Reguler,2374000
TRX01258,2026-04-11,Surabaya,Aksesoris,Powerbank 10000mAh,279000,2,558000,Kredit,P,27.0,4.0,Reguler,1722000
TRX00655,2026-04-11,Surabaya,Laptop,Laptop A14,10169000,2,20338000,E-Wallet,P,45.0,4.0,Reguler,806000
TRX01365,2026-04-11,Malang,Smartphone,Smartphone Air,2889000,4,11556000,Debit,P,34.0,3.0,Reguler,1920000
TRX01840,2026-04-11,Malang,Aksesoris,Powerbank 10000mAh,122000,2,244000,Tunai,P,,4.0,Reguler,1321000
TRX00308,2026-04-11,Malang,Laptop,Laptop ProBook,11031000,4,44124000,Kredit,L,29.0,5.0,Reguler,2206000
TRX02031,2026-04-11,Surabaya,Aksesoris,Casing HP,144000,3,432000,Kredit,P,37.0,4.0,Reguler,1379000
TRX01997,2026-04-11,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,5533000,1,5533000,E-Wallet,L,48.0,5.0,Reguler,847000
TRX00158,2026-04-11,Jakarta,Elektronik Rumah Tangga,TV LED 32in,2373000,2,4746000,E-Wallet,L,34.0,2.0,Reguler,967000
TRX01664,2026-04-11,Surabaya,Laptop,Laptop A14,14817000,1,14817000,Kredit,L,30.0,4.0,Reguler,1832000
TRX01938,2026-04-11,Malang,Laptop,Laptop A14,7244000,1,7244000,Tunai,L,31.0,4.0,Reguler,314000
TRX00034,2026-04-11,Jakarta,Laptop,Laptop A14,13262000,1,13262000,Tunai,P,,3.0,Reguler,2337000
TRX00762,2026-04-11,Bandung,Aksesoris,Casing HP,335000,2,670000,Debit,L,,5.0,Reguler,1982000
TRX00755,2026-04-11,Jakarta,Aksesoris,Casing HP,239000,5,1195000,Kredit,L,33.0,5.0,Reguler,1933000
TRX00132,2026-04-11,Surabaya,Smartphone,Smartphone Z5,7627000,2,15254000,Kredit,P,47.0,4.0,Reguler,1990000
TRX00456,2026-04-11,Jakarta,Smartphone,Smartphone Z5,1624000,5,8120000,E-Wallet,P,37.0,4.0,Reguler,2366000
TRX01565,2026-04-11,Surabaya,Aksesoris,Earphone Bluetooth,289000,1,289000,E-Wallet,L,30.0,4.0,Reguler,343000
TRX01129,2026-04-11,Malang,Laptop,Laptop X1,8223000,5,41115000,E-Wallet,L,31.0,4.0,Reguler,2182000
TRX01222,2026-04-11,Malang,Smartphone,Smartphone MaxEdge,3498000,5,17490000,Tunai,P,45.0,3.0,Reguler,2058000
TRX01084,2026-04-11,Malang,Smartphone,Smartphone Air,4777000,4,19108000,Debit,P,35.0,5.0,Reguler,2392000
TRX00134,2026-04-12,Jakarta,Laptop,Laptop X1,13811000,4,55244000,Debit,L,44.0,5.0,Reguler,996000
TRX01003,2026-04-12,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,2820000,5,14100000,E-Wallet,P,45.0,5.0,Reguler,2161000
TRX01412,2026-04-12,Surabaya,Laptop,Laptop UltraSlim,9649000,3,28947000,Debit,P,35.0,3.0,Reguler,968000
TRX01434,2026-04-12,Malang,Laptop,Laptop X1,14962000,3,44886000,E-Wallet,L,27.0,5.0,Reguler,1364000
TRX01975,2026-04-12,Bandung,Smartphone,Smartphone MaxEdge,7081000,5,35405000,Debit,L,20.0,5.0,Reguler,805000
TRX02062,2026-04-12,Bandung,Laptop,Laptop ProBook,10585000,2,21170000,E-Wallet,P,30.0,4.0,Reguler,253000
TRX01387,2026-04-12,Jakarta,Smartphone,Smartphone NovaLite,6625000,3,19875000,Kredit,P,25.0,4.0,Reguler,2005000
TRX00116,2026-04-13,Surabaya,Laptop,Laptop X1,8570000,3,25710000,Kredit,P,35.0,5.0,Reguler,510000
TRX00437,2026-04-13,Jakarta,Smartphone,Smartphone Air,4915000,4,19660000,Debit,P,,3.0,Reguler,2708000
TRX01189,2026-04-13,Malang,Smartphone,Smartphone Air,5744000,1,5744000,E-Wallet,P,25.0,,Reguler,2999000
TRX00131,2026-04-13,Malang,Smartphone,Smartphone Air,6521000,4,26084000,Kredit,L,32.0,4.0,Reguler,966000
TRX00980,2026-04-13,Malang,Aksesoris,Powerbank 10000mAh,415000,1,415000,E-Wallet,L,21.0,5.0,Reguler,2584000
TRX00706,2026-04-13,Jakarta,Laptop,Laptop UltraSlim,9360000,4,37440000,Tunai,P,38.0,4.0,Reguler,1075000
TRX01029,2026-04-13,Malang,Aksesoris,Mouse Wireless,279000,2,558000,Debit,P,47.0,4.0,Reguler,2793000
TRX00126,2026-04-13,Bandung,Smartphone,Smartphone MaxEdge,4676000,4,18704000,Tunai,P,18.0,4.0,Reguler,2623000
TRX00079,2026-04-13,Malang,Smartphone,Smartphone Air,6071000,4,24284000,Debit,L,34.0,,Reguler,364000
TRX01672,2026-04-13,Jakarta,Laptop,Laptop A14,9510000,4,38040000,E-Wallet,L,33.0,4.0,Reguler,2347000
TRX01455,2026-04-14,Malang,Elektronik Rumah Tangga,TV LED 32in,3224000,2,6448000,Debit,P,44.0,5.0,Reguler,1527000
TRX01897,2026-04-14,Jakarta,Smartphone,Smartphone MaxEdge,7530000,5,37650000,E-Wallet,L,24.0,4.0,Reguler,1285000
TRX00288,2026-04-14,Surabaya,Smartphone,Smartphone NovaLite,7721000,3,23163000,E-Wallet,L,40.0,4.0,Reguler,1261000
TRX01544,2026-04-14,Bandung,Smartphone,Smartphone MaxEdge,2468000,3,7404000,E-Wallet,L,35.0,2.0,Reguler,1910000
TRX02199,2026-04-14,Surabaya,Laptop,Laptop X1,10415000,2,20830000,Debit,P,50.0,3.0,Reguler,2889000
TRX01728,2026-04-14,Malang,Smartphone,Smartphone MaxEdge,7474000,4,29896000,E-Wallet,P,33.0,3.0,Reguler,2732000
TRX00978,2026-04-14,Malang,Elektronik Rumah Tangga,Rice Cooker,971000,4,3884000,E-Wallet,L,19.0,4.0,Reguler,1273000
TRX00708,2026-04-14,Surabaya,Laptop,Laptop X1,6238000,2,12476000,E-Wallet,L,33.0,3.0,Reguler,1554000
TRX01631,2026-04-14,Malang,Aksesoris,Mouse Wireless,178000,1,178000,Tunai,P,38.0,5.0,Reguler,1513000
TRX00570,2026-04-14,Bandung,Smartphone,Smartphone Air,6867000,5,34335000,Tunai,P,32.0,5.0,Reguler,1293000
TRX01759,2026-04-14,Jakarta,Aksesoris,Earphone Bluetooth,268000,5,1340000,Tunai,L,18.0,4.0,Reguler,300000
TRX00922,2026-04-14,Malang,Laptop,Laptop ProBook,12709000,3,38127000,Tunai,L,32.0,2.0,Reguler,2236000
TRX00535,2026-04-15,Bandung,Smartphone,Smartphone Air,4516000,1,4516000,Kredit,L,30.0,5.0,Reguler,889000
TRX01765,2026-04-15,Surabaya,Elektronik Rumah Tangga,Rice Cooker,5612000,5,28060000,E-Wallet,L,43.0,5.0,Reguler,598000
TRX00597,2026-04-15,Malang,Smartphone,Smartphone MaxEdge,5804000,3,17412000,Kredit,P,41.0,5.0,Reguler,1909000
TRX01344,2026-04-15,Surabaya,Laptop,Laptop ProBook,11569000,2,23138000,Debit,L,31.0,5.0,Reguler,1520000
TRX00129,2026-04-15,Bandung,Elektronik Rumah Tangga,TV LED 32in,2552000,3,7656000,E-Wallet,L,,5.0,Reguler,2736000
TRX00930,2026-04-15,Surabaya,Smartphone,Smartphone NovaLite,6463000,5,32315000,E-Wallet,P,32.0,5.0,Reguler,2922000
TRX00228,2026-04-15,Surabaya,Laptop,Laptop ProBook,11291000,1,11291000,Tunai,L,36.0,,Reguler,362000
TRX01627,2026-04-15,Jakarta,Laptop,Laptop ProBook,8777000,1,8777000,E-Wallet,L,40.0,5.0,Reguler,911000
TRX01791,2026-04-16,Malang,Smartphone,Smartphone NovaLite,6663000,5,33315000,Kredit,L,33.0,,Reguler,2287000
TRX01415,2026-04-16,Malang,Smartphone,Smartphone MaxEdge,4706000,1,4706000,Kredit,L,44.0,4.0,Reguler,2184000
TRX00677,2026-04-16,Jakarta,Laptop,Laptop A14,5335000,4,21340000,Kredit,P,33.0,2.0,Reguler,2106000
TRX00242,2026-04-16,Jakarta,Smartphone,Smartphone Z5,7957000,2,15914000,E-Wallet,P,27.0,5.0,Reguler,2549000
TRX01858,2026-04-16,Malang,Smartphone,Smartphone MaxEdge,4507000,2,9014000,Debit,P,,4.0,Reguler,1549000
TRX02037,2026-04-16,Jakarta,Aksesoris,Earphone Bluetooth,287000,1,287000,Debit,L,39.0,4.0,Reguler,544000
TRX01628,2026-04-16,Malang,Smartphone,Smartphone Air,7402000,4,29608000,Tunai,P,37.0,3.0,Reguler,1947000
TRX01760,2026-04-16,Surabaya,Laptop,Laptop ProBook,6244000,4,24976000,E-Wallet,L,38.0,4.0,Reguler,1831000
TRX00266,2026-04-16,Surabaya,Aksesoris,Earphone Bluetooth,322000,2,644000,E-Wallet,P,47.0,4.0,Reguler,1550000
TRX02123,2026-04-16,Jakarta,Aksesoris,Mouse Wireless,295000,2,590000,E-Wallet,P,19.0,3.0,Reguler,1954000
TRX01161,2026-04-16,Jakarta,Smartphone,Smartphone Air,1728000,2,3456000,E-Wallet,L,30.0,5.0,Reguler,1218000
TRX00424,2026-04-16,Jakarta,Smartphone,Smartphone NovaLite,4668000,2,9336000,Debit,L,53.0,5.0,Reguler,947000
TRX01156,2026-04-17,Surabaya,Smartphone,Smartphone Air,6578000,4,26312000,Tunai,P,30.0,4.0,Reguler,2051000
TRX01423,2026-04-17,Surabaya,Smartphone,Smartphone Air,3810000,3,11430000,Kredit,L,24.0,4.0,Reguler,2746000
TRX00981,2026-04-17,Surabaya,Laptop,Laptop ProBook,14854000,2,29708000,Debit,P,35.0,5.0,Reguler,2953000
TRX00260,2026-04-17,Malang,Smartphone,Smartphone MaxEdge,7713000,4,30852000,Debit,L,35.0,5.0,Reguler,2139000
TRX00966,2026-04-17,Bandung,Smartphone,Smartphone Z5,5684000,4,22736000,Debit,L,40.0,4.0,Reguler,2404000
TRX00786,2026-04-17,Surabaya,Elektronik Rumah Tangga,Rice Cooker,4887000,5,24435000,E-Wallet,P,34.0,4.0,Reguler,1594000
TRX01396,2026-04-17,Surabaya,Aksesoris,Casing HP,374000,4,1496000,E-Wallet,L,26.0,4.0,Reguler,2542000
TRX00698,2026-04-17,Malang,Smartphone,Smartphone MaxEdge,1957000,2,3914000,Debit,L,29.0,4.0,Reguler,2888000
TRX02065,2026-04-17,Jakarta,Elektronik Rumah Tangga,Kipas Angin,3477000,3,10431000,Tunai,P,33.0,2.0,Reguler,754000
TRX01118,2026-04-17,Bandung,Laptop,Laptop X1,5356000,5,26780000,E-Wallet,P,40.0,4.0,Reguler,2869000
TRX01318,2026-04-17,Surabaya,Smartphone,Smartphone Air,7724000,2,15448000,Kredit,L,42.0,5.0,Reguler,1547000
TRX00548,2026-04-17,Jakarta,Aksesoris,Mouse Wireless,102000,2,204000,E-Wallet,L,32.0,2.0,Reguler,946000
TRX02190,2026-04-17,Surabaya,Aksesoris,Earphone Bluetooth,210000,5,1050000,Kredit,P,33.0,5.0,Reguler,2211000
TRX00270,2026-04-17,Surabaya,Smartphone,Smartphone Air,7245000,3,21735000,Tunai,P,41.0,1.0,Reguler,1775000
TRX01833,2026-04-17,Surabaya,Laptop,Laptop UltraSlim,8412000,3,25236000,Tunai,P,30.0,,Reguler,2400000
TRX00985,2026-04-17,Jakarta,Elektronik Rumah Tangga,Rice Cooker,3607000,4,14428000,Kredit,L,52.0,3.0,Reguler,718000
TRX01546,2026-04-17,Bandung,Smartphone,Smartphone NovaLite,6317000,2,12634000,E-Wallet,L,42.0,4.0,Reguler,1950000
TRX00915,2026-04-18,Surabaya,Smartphone,Smartphone MaxEdge,6043000,1,6043000,Debit,L,31.0,5.0,Reguler,2638000
TRX01608,2026-04-18,Malang,Laptop,Laptop X1,11258000,1,11258000,Debit,L,29.0,5.0,Reguler,508000
TRX00468,2026-04-18,Malang,Smartphone,Smartphone NovaLite,7184000,5,35920000,Debit,L,18.0,5.0,Reguler,892000
TRX00520,2026-04-18,Malang,Aksesoris,Casing HP,128000,1,128000,E-Wallet,P,32.0,5.0,Reguler,1165000
TRX01644,2026-04-18,Jakarta,Elektronik Rumah Tangga,Rice Cooker,1026000,5,5130000,E-Wallet,P,32.0,5.0,Reguler,689000
TRX00688,2026-04-18,Jakarta,Smartphone,Smartphone NovaLite,3927000,2,7854000,Tunai,P,18.0,5.0,Reguler,768000
TRX01654,2026-04-18,Malang,Elektronik Rumah Tangga,TV LED 32in,1555000,1,1555000,E-Wallet,P,33.0,4.0,Reguler,2809000
TRX01350,2026-04-18,Surabaya,Smartphone,Smartphone NovaLite,5401000,4,21604000,Debit,P,38.0,4.0,Reguler,1157000
TRX00665,2026-04-19,Malang,Smartphone,Smartphone Air,1734000,2,3468000,Tunai,L,42.0,4.0,Reguler,643000
TRX00531,2026-04-19,Surabaya,Smartphone,Smartphone Air,4036000,5,20180000,Tunai,L,27.0,4.0,Reguler,419000
TRX01580,2026-04-19,Surabaya,Smartphone,Smartphone NovaLite,7537000,1,7537000,E-Wallet,P,45.0,3.0,Reguler,2979000
TRX01188,2026-04-19,Jakarta,Laptop,Laptop X1,10642000,2,21284000,E-Wallet,L,33.0,5.0,Reguler,872000
TRX02024,2026-04-19,Surabaya,Laptop,Laptop ProBook,5982000,1,5982000,Debit,L,41.0,4.0,Reguler,928000
TRX01505,2026-04-19,Malang,Aksesoris,Powerbank 10000mAh,93000,4,372000,Debit,P,34.0,4.0,Reguler,2074000
TRX00455,2026-04-19,Malang,Smartphone,Smartphone NovaLite,3339000,1,3339000,E-Wallet,L,39.0,,Reguler,985000
TRX00394,2026-04-19,Jakarta,Smartphone,Smartphone Z5,7900000,3,23700000,E-Wallet,L,34.0,3.0,Reguler,2940000
TRX01764,2026-04-19,Malang,Laptop,Laptop X1,10100000,5,50500000,Debit,P,40.0,4.0,Reguler,1549000
TRX01048,2026-04-19,Bandung,Elektronik Rumah Tangga,Kulkas 2 Pintu,4021000,3,12063000,E-Wallet,L,29.0,5.0,Reguler,867000
TRX00967,2026-04-19,Surabaya,Smartphone,Smartphone MaxEdge,6598000,2,13196000,Debit,P,38.0,4.0,Reguler,1516000
TRX00720,2026-04-19,Jakarta,Aksesoris,Powerbank 10000mAh,142000,5,710000,Tunai,L,27.0,1.0,Reguler,1369000
TRX01568,2026-04-20,Malang,Laptop,Laptop X1,5058000,2,10116000,Tunai,P,45.0,5.0,Reguler,2884000
TRX00494,2026-04-20,Surabaya,Laptop,Laptop A14,7233000,2,14466000,Debit,P,33.0,4.0,Reguler,2337000
TRX00137,2026-04-20,Malang,Smartphone,Smartphone Z5,2810000,3,8430000,Kredit,L,34.0,4.0,Reguler,573000
TRX00490,2026-04-20,Malang,Aksesoris,Casing HP,265000,2,530000,Debit,L,,2.0,Reguler,299000
TRX01873,2026-04-20,Malang,Aksesoris,Powerbank 10000mAh,198000,1,198000,E-Wallet,P,28.0,4.0,Reguler,1741000
TRX00193,2026-04-20,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,1223000,3,3669000,Tunai,P,,4.0,Reguler,881000
TRX02183,2026-04-20,Malang,Smartphone,Smartphone MaxEdge,3044000,2,6088000,Tunai,P,18.0,,Reguler,2112000
TRX00625,2026-04-20,Surabaya,Laptop,Laptop X1,13096000,5,65480000,Tunai,P,40.0,4.0,Reguler,2365000
TRX01525,2026-04-20,Surabaya,Smartphone,Smartphone Z5,6868000,2,13736000,E-Wallet,P,18.0,4.0,Reguler,2710000
TRX00850,2026-04-20,Bandung,Smartphone,Smartphone Z5,7583000,3,22749000,Debit,L,28.0,4.0,Reguler,845000
TRX01181,2026-04-21,Surabaya,Smartphone,Smartphone MaxEdge,5743000,2,11486000,Debit,L,19.0,3.0,Reguler,2074000
TRX00896,2026-04-21,Jakarta,Smartphone,Smartphone Z5,2802000,4,11208000,Debit,L,47.0,4.0,Reguler,2671000
TRX02124,2026-04-21,Jakarta,Laptop,Laptop A14,6247000,5,31235000,Kredit,L,34.0,4.0,Reguler,2103000
TRX00767,2026-04-21,Bandung,Smartphone,Smartphone NovaLite,5364000,4,21456000,Kredit,P,27.0,5.0,Reguler,254000
